SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2018,93000.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",False,7,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,85500.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,2,Associates (2 years),Local government,Male,Tier 2
2018,60000.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",False,9,1,Bachelors (4 years),Private business,Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,None,Bachelors (4 years),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,False,1,None,Bachelors (4 years),Private business,Male,Tier 3
2018,78000.0,Canada,Microsoft SQL Server,17,Contractual work,Developer: T-SQL,False,6,4,None (no degree completed),State/province government,Male,Tier 2
2018,90435.3,United Kingdom,Other,1,Full time employee,DBA,False,6,None,Bachelors (4 years),Private business,Male,Tier 2
2018,120000.0,United States,Microsoft SQL Server,12,Full time employee,Architect,False,4,None,None (no degree completed),Private business,Male,Tier 3
2018,115000.0,United States,Microsoft SQL Server,20,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,6,None,None (no degree completed),Private business,Male,Tier 3
2018,125000.0,United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,True,2,1,Associates (2 years),Private business,Male,Tier 3
2018,160000.0,United States,Microsoft SQL Server,8,Contractual work,Developer: T-SQL,False,1,3,Masters,Private business,Male,Tier 4
2018,130000.0,United States,Microsoft SQL Server,17,Full time employee,Architect,False,15,None,Masters,Private business,Male,Tier 3
2018,156000.0,United States,Other,1,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,Bachelors (4 years),Private business,Male,Tier 4
2018,75524.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,5,1,Bachelors (4 years),Private business,Male,Tier 2
2018,82000.0,United Kingdom,Microsoft SQL Server,18,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,1,None,Associates (2 years),Private business,Male,Tier 2
2018,65000.0,United Kingdom,Microsoft SQL Server,20,Full time employee,Manager,True,7,None,Bachelors (4 years),Federal government,Male,Tier 2
2018,82500.0,United States,Microsoft SQL Server,4,Full time employee,Analyst,False,6,None,Bachelors (4 years),Private business,Male,Tier 2
2018,115000.0,Other,Microsoft SQL Server,5,Full time employee,Other,False,2,None,Bachelors (4 years),Private business,Male,Tier 3
2018,98000.0,Canada,Microsoft SQL Server,20,Full time employee,"Developer: App code (C#, JS, etc)",False,20,1,None (no degree completed),Private business,Male,Tier 2
2018,65000.0,United States,Other,5,Full time employee,Analyst,False,5,None,Associates (2 years),Private business,Male,Tier 2
2018,42910.0,United Kingdom,Microsoft SQL Server,3,Full time employee,Analyst,False,1,1,Bachelors (4 years),Private business,Male,Tier 1
2018,205000.0,United States,Microsoft SQL Server,18,Full time employee,Engineer,True,25,1,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 5
2018,82000.0,United States,Microsoft SQL Server,5,Contractual work,Developer: T-SQL,False,5,1,Bachelors (4 years),Private business,Male,Tier 2
2018,110000.0,Canada,Microsoft SQL Server,20,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,10,1,None (no degree completed),Private business,Male,Tier 3
2018,60000.0,Netherlands,Microsoft SQL Server,6,Contractual work,DBA,False,6,More than 5,Bachelors (4 years),Private business,Male,Tier 2
2018,85000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,None,Bachelors (4 years),Private business,Male,Tier 2
2018,115000.0,United States,Microsoft SQL Server,12,Full time employee,Manager,True,8,None,Bachelors (4 years),Local government,Male,Tier 3
2018,74000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,7,None,None (no degree completed),State/province government,Male,Tier 2
2018,150000.0,Canada,Microsoft SQL Server,10,Contractual work,DBA,False,10,3,Associates (2 years),State/province government,Male,Tier 4
2018,52000.0,United States,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,7,None,Bachelors (4 years),Local government,Male,Tier 2
2018,105000.0,Canada,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,False,2,1,Associates (2 years),Private business,Male,Tier 3
2018,82000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,2,5,Bachelors (4 years),Private business,Male,Tier 2
2018,53500.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,More than 5,None (no degree completed),Private business,Male,Tier 2
2018,40000.0,Mexico,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,8,1,Bachelors (4 years),Private business,Male,Tier 1
2018,105000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,False,1,None,Bachelors (4 years),Private business,Male,Tier 3
2018,75000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,False,2,2,Bachelors (4 years),Private business,Male,Tier 2
2018,75000.0,United States,Microsoft SQL Server,18,Full time employee,DBA,True,18,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,90000.0,United States,Microsoft SQL Server,8,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,8,None,None (no degree completed),"Education (K-12, college, university)",Male,Tier 2
2018,240000.0,United States,Microsoft SQL Server,17,Contractual work,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,7,None,None (no degree completed),Private business,Male,Tier 5
2018,54000.0,United States,Microsoft SQL Server,1,Full time employee,Analyst,False,1,None,Masters,Local government,Male,Tier 2
2018,73500.0,France,Microsoft SQL Server,5,Full time employee,DBA,False,25,1,Bachelors (4 years),Private business,Male,Tier 2
2018,82000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,10,None,Bachelors (4 years),Private business,Male,Tier 2
2018,118000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,14,2,Bachelors (4 years),Private business,Male,Tier 3
2018,58000.0,Other,Microsoft SQL Server,7,Full time employee,Other,False,7,None,Bachelors (4 years),Private business,Male,Tier 2
2018,105000.0,United States,Microsoft SQL Server,5,Contractual work,Architect,False,2,More than 5,Bachelors (4 years),Private business,Male,Tier 3
2018,121000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,7,More than 5,None (no degree completed),Private business,Male,Tier 3
2018,88000.0,United States,Microsoft SQL Server,16,Full time employee,Analyst,False,5,1,Associates (2 years),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",False,5,4,Bachelors (4 years),Private business,Male,Tier 3
2018,104000.0,United States,Microsoft SQL Server,20,Contractual work,Developer: T-SQL,False,3,1,None (no degree completed),State/province government,Male,Tier 3
2018,164000.0,United States,PostgreSQL,3,Full time employee,DBA,False,3,More than 5,Bachelors (4 years),Private business,Male,Tier 4
2018,120000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",False,17,None,None (no degree completed),Private business,Male,Tier 3
2018,114000.0,United States,Microsoft SQL Server,15,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",True,2,None,None (no degree completed),Private business,Female,Tier 3
2018,117500.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: App code (C#, JS, etc)",True,3,None,Bachelors (4 years),Non-profit,Male,Tier 3
2018,75000.0,United States,Microsoft SQL Server,5,Full time employee,Manager,True,3,None,Masters,"Education (K-12, college, university)",Male,Tier 2
2018,113000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",False,17,None,Associates (2 years),Private business,Male,Tier 3
2018,165000.0,United States,Microsoft SQL Server,20,Full time employee,Manager,True,3,1,Bachelors (4 years),Local government,Male,Tier 4
2018,48000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,5,1,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 1
2018,152000.0,United States,Microsoft SQL Server,17,Full time employee,Manager,True,17,3,Masters,Private business,Male,Tier 4
2018,114000.0,United States,Microsoft SQL Server,17,Contractual work,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,1,None,None (no degree completed),Private business,Male,Tier 3
2018,62000.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,15,1,Associates (2 years),State/province government,Male,Tier 2
2018,67000.0,United States,Microsoft SQL Server,10,Full time employee,DBA,False,2,1,Bachelors (4 years),Private business,Male,Tier 2
2018,97000.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,10,2,Masters,Private business,Male,Tier 2
2018,95000.0,United States,Microsoft SQL Server,14,Contractual work,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,More than 5,Masters,Private business,Male,Tier 2
2018,86150.0,United States,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,7,3,Bachelors (4 years),Private business,Male,Tier 2
2018,100000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: App code (C#, JS, etc)",True,10,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 3
2018,80000.0,United States,Microsoft SQL Server,17,Full time employee,DBA,True,12,None,Bachelors (4 years),Non-profit,Female,Tier 2
2018,123217.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,5,None,Masters,Private business,Male,Tier 3
2018,105000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,22,3,None (no degree completed),Private business,Male,Tier 3
2018,68000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,15,None,None (no degree completed),"Education (K-12, college, university)",Female,Tier 2
2018,95000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",False,6,1,Bachelors (4 years),Private business,Male,Tier 2
2018,140000.0,United States,Microsoft SQL Server,16,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,16,1,Bachelors (4 years),Non-profit,Female,Tier 3
2018,89600.0,United States,Oracle,2,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,4,1,Bachelors (4 years),Local government,Male,Tier 2
2018,95378.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,4,2,Bachelors (4 years),Private business,Male,Tier 2
2018,125000.0,United States,Microsoft SQL Server,25,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,15,More than 5,Associates (2 years),Private business,Female,Tier 3
2018,92747.0,Israel,Microsoft SQL Server,8,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,5,None,Bachelors (4 years),Private business,Male,Tier 2
2018,125000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",False,17,1,None (no degree completed),Private business,Male,Tier 3
2018,70000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,3,2,Bachelors (4 years),Private business,Male,Tier 2
2018,107000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,6,None,Bachelors (4 years),Local government,Male,Tier 3
2018,137443.0,United States,Microsoft SQL Server,18,Full time employee,Architect,False,5,None,Masters,Private business,Male,Tier 3
2018,51000.0,United States,Microsoft SQL Server,4,Full time employee,DBA,False,2,None,Bachelors (4 years),"Education (K-12, college, university)",Male,Tier 2
2018,110000.0,United States,Microsoft SQL Server,14,Full time employee,"Developer: App code (C#, JS, etc)",False,17,More than 5,Masters,Non-profit,Male,Tier 3
2018,128000.0,United States,Microsoft SQL Server,21,Full time employee,Data Scientist,True,4,1,None (no degree completed),Private business,Male,Tier 3
2018,50000.0,United States,Microsoft SQL Server,10,Part time,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,2,None,Masters,Private business,Male,Tier 2
2018,60000.0,Canada,Microsoft SQL Server,10,Full time employee,DBA,False,15,1,None (no degree completed),State/province government,Male,Tier 2
2018,55000.0,United Kingdom,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,7,2,Masters,Federal government,Male,Tier 2
2018,54000.0,United Kingdom,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,12,None,Bachelors (4 years),Private business,Non-Legitimate answer,Tier 2
2018,83000.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,3,1,Bachelors (4 years),State/province government,Male,Tier 2
2018,128800.0,United States,Microsoft SQL Server,2,Contractual work,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,7,None,Masters,Private business,Female,Tier 3
2018,120000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,False,3,None,None (no degree completed),Private business,Male,Tier 3
2018,75000.0,United States,Microsoft SQL Server,7,Full time employee,Architect,True,7,2,None (no degree completed),Private business,Male,Tier 2
2018,23000.0,Russia,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",False,5,More than 5,Masters,Private business,Male,Tier 1
2018,95000.0,United States,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,7,None,Bachelors (4 years),Private business,Female,Tier 2
2018,72000.0,United States,Microsoft SQL Server,11,Full time employee,Manager,True,11,None,None (no degree completed),"Education (K-12, college, university)",Prefer not to say,Tier 2
